1,{1:Show} conceded to {2:Show} and {0:ShowList_i_r_we_they} stopped being enemies
2,{2:ShowS} shot down {1:ShowP} attempt to make amends
3,{1:Show} {1:ShowPron_was_were}n't swell enough to convince {2:Show} that {0:ShowList_i_r_we_they} should make up
4,{1:Show} made peace with {2:Show} by letting {2:ShowPron_him_her} speak {1:ShowPron_his_her} mind
5,{0:ShowList_i_r_and} stopped being enemies and wondered why anyone fights at all
6,{2:ShowS} made fun of {1:ShowO} for thinking it would be easy to concede to {2:ShowPron_him_her}
7,{0:ShowCKB}s brought {0:ShowList_i_r_andp} back together
8,it turned out {0:ShowCKB}s were not enough to bring {0:ShowList_i_r_andp} back together
9,{2:ShowS} {2:ShowPron_was_were} nice enough to stop being enemies with {1:ShowO}
10,{1:Show} concession turned into a declaration of love for {2:Show}
11,{1:Show} cheerfully settled {1:ShowPron_his_her} differences with {2:Show}
12,{2:ShowS} opened old wounds when {1:ShowS} tried to make up with {2:ShowPron_him_her}
13,{2:ShowS} {2:ShowPron_was_were} too vengeful to settle {2:ShowPron_his_her} differences with {1:ShowO}
14,{0:ShowList_i_r_and} got over {0:ShowList_i_r_our_their} fight and went back to being a happy couple
15,{0:ShowList_i_r_and} kept fighting with each other
16,{1:Show} cleverly settled {1:ShowPron_his_her} differences with {2:Show}
21,{1:Show} tried to get {2:Show} to help against {3:Show} but {2:ShowPron_he_she} like changed sides
24,{2:ShowS} felt no remorse for {2:ShowPron_his_her} unfriendly behavior towards {1:ShowO}
25,{2:ShowS} apologized for being a bad friend to {1:ShowO}
26,{2:ShowS} helped {1:ShowO} make a decision concerning {3:Show}
29,{2:ShowS} made excuses to avoid helping {1:ShowO} out
30,{1:Show} tried to get {2:Show} to help {1:ShowPron_him_her} out but {2:ShowPron_he_she} said the old {2:Show} was dead
31,{2:ShowS} helped {1:ShowO} out with that embarrassing problem
33,{2:ShowS} stood up to {1:ShowP} threatening requests for help
39,{2:ShowS} told {1:ShowO} {2:ShowPron_he_she} would under no circumstances support {1:ShowPron_his_her} dishonest relationship with {3:Show}
41,{2:ShowS} {2:ShowPron_was_were} just too apathy to do whatever favor {1:ShowS} had in mind
42,{2:ShowS} {2:ShowPron_was_were} a friend in need
43,{2:ShowS} let {1:ShowO} down in {1:ShowPron_his_her} moment of need
44,{2:ShowS} lent {1:ShowO} {2:ShowPron_his_her} {0:ShowCKB}
45,{2:ShowS} refused to lend {1:ShowO} {2:ShowPron_his_her} {0:ShowCKB}
46,{2:ShowS} helped {2:ShowPron_his_her} sweetie out
49,{1:Show} tried to backstab {2:Show} to get out of the relationship
50,{1:Show} destroyed {1:ShowPron_his_her} friendship with {2:Show}
51,{1:Show} tried to stab {2:Show} in the back but {2:ShowS} didn't care
52,{1:Show} tried to ruin {2:ShowP} social life
55,"{1:Show} confessed to dating {2:ShowP} crush, but {2:ShowS} let it go"
56,{1:Show} let that secret slip and backstabbed {1:ShowPron_his_her} {2:ShowGender_boyfriend_girlfriend}
58,{1:Show} spilled {2:ShowP} secret and totally ruined {2:ShowPron_his_her} reputation
59,{2:Show} laughed when {1:ShowS} threatened to backstab {2:ShowPron_him_her}
60,{1:Show} stabbed {2:Show} in the back
61,{2:Show} apologized for the mean thing {2:ShowPron_he_she} did to {1:Show}
63,{1:Show} tried to diss {2:ShowP} hair but {2:ShowPron_he_she} {2:ShowPron_was_were} totally zen about it
65,{0:ShowList_i_r_and} had like a psychic fight
66,{1:Show} kept bringing up that lame thing that {2:ShowS} did
67,{2:Show} kept doing that thing {1:ShowS} thought was gross
68,{0:ShowList_i_r_and} were really getting on each others' nerves
69,{0:ShowList_i_r_and} were bickering like an old married couple
71,{1:Show} accused {2:Show} of harboring romantic feelings
72,{3:Show} came between {0:ShowList_i_r_andp} friendship
73,{0:ShowList_i_r_and} got into some snide bickering action
74,{1:Show} bickered with {2:Show} but it kinda turned into a compliment
75,{1:Show} bickered about {2:Show} being too clingy
76,{1:Show} bickered about {2:Show} 'hanging out' with other people
77,"{1:Show} bickered about {2:ShowP} style, and found out about 'the competition'"
78,{1:Show} warned {2:Show} to stay away from {3:Show}
79,{1:Show} bickered with that homewrecker {2:Show} but gave a compliment instead
80,{1:Show} tried to be bitchy but {2:ShowS} totally shut {1:ShowPron_him_her} down
84,{1:Show} bickered about why {2:ShowS} was friends with {3:Show}
87,{1:Show} tried to blow off plans with {2:Show}
88,{1:Show} blew off {1:ShowPron_his_her} plans with {2:Show}
89,{1:Show} blew off those plans with {2:Show}
90,{1:Show} totally blew off {1:ShowPron_his_her} plans with {2:Show}
91,{1:Show} tried to flake out on {2:Show}
92,{2:Show} thought {1:Show} {1:ShowPron_was_were} joking about blowing off plans to hang out
93,{1:Show} {1:ShowPron_was_were} too nice to blow off plans with {2:Show}
94,{1:Show} blew off plans with {2:Show} to be with {3:Show}
95,{1:Show} blew off plans with {2:Show} even though {0:ShowList_i_r_we_they} were dating
97,{1:Show} pretended to make plans with {2:Show} because {0:ShowList_i_r_we_they} were like frenemies or something
98,{1:Show} tried to blow off plans with {2:Show} but despite the mutual hatred didn't succeed
99,{2:Show} {2:ShowPron_was_were} super let down when {1:ShowS} cancelled those hang-out plans
100,"{1:Show} blew off {2:Show} to hang with {1:ShowPron_his_her} {3:ShowGender_boy_girl}friend, {3:Show}"
101,{2:Show} {2:ShowPron_was_were} totally chill about {1:Show} spending more time with {1:ShowPron_his_her} {3:ShowGender_boy_girl}friend
102,{2:Show} {2:ShowPron_was_were} totally unsurprised when {1:ShowS} flaked on {2:ShowPron_him_her}
103,{0:ShowList_i_r_and} traded grade-based insults
106,{1:Show} told {2:Show} about some brilliant stuff {1:ShowPron_he_she} did
107,{1:Show} tried to make some lame thing sound brilliant to {2:Show}
108,{1:Show} surprised {2:Show} with that brilliant story
109,{1:Show} told {2:Show} that badass story
110,{1:Show} bragged to {2:Show} about being like a prodigy or whatever
112,{2:Show} confronted {1:Show} about {1:ShowPron_his_her} compulsive exaggeration problems
113,{2:Show} {2:ShowPron_was_were} too clueless to realize {1:ShowS} {1:ShowPron_was_were} trying to brag
114,{1:Show} had to convince {2:Show} that {1:ShowPron_he_she} did something brilliant
115,{2:Show} {2:ShowPron_was_were} too smart to fall for {1:ShowP} ridiculous bragging
116,{1:Show} tried to brag about {1:ShowPron_his_her} swell but it seriously backfired
117,{1:Show} sort of walked all over {2:Show} while bragging about stuff
118,{2:Show} {2:ShowPron_was_were} too annoyed with {1:Show} to listen to {1:ShowPron_him_her} brag
119,"{1:Show} bragged to {2:Show} about being romantic with someone else, which was probably a bad idea"
120,{1:Show} grossed {2:Show} out with all that bragging
126,{1:Show} tried to brag to {1:ShowPron_his_her} enemy's {2:ShowGender_boyfriend_girlfriend} about how superior {1:ShowPron_he_she} {1:ShowPron_was_were}
127,{1:Show} bragged to {2:Show} about being superior to {2:ShowPron_his_her} {3:ShowGender_boy_girl}friend
128,{1:Show} schemed to steal {2:ShowP} {3:ShowGender_boy_girl}friend
129,{1:Show} got all smug about stealing {3:Show} from {2:Show}
130,{2:Show} never got over {1:ShowP} mean actions
131,{1:Show} tried to brag to {2:Show} but {1:ShowPron_was_were} overwhelmed with burning hatred instead
132,{1:Show} bragged to {2:Show} about dating {3:Show}
133,{1:Show} bragged to {2:Show} about dating {3:Show}
134,{1:Show} tried bragging to {2:Show} about dating {3:Show} but it sorta backfired
135,{1:Show} unwisely tried bragging to {2:Show} about dating the {3:ShowGender_boy_girl} of {2:ShowPron_his_her} dreams
136,{1:Show} tried to brag to {2:Show} and it went over about like you'd expect
137,{1:Show} bragged about cheating on {3:Show}
138,{2:Show} lost respect for {1:Show} after {1:ShowPron_he_she} bragged about being a cheater
139,{2:Show} put up with {1:ShowP} bragging
140,{1:Show} acted like a fool trying to brag to {2:Show}
141,{2:Show} {2:ShowPron_was_were} super into {1:ShowP} story
142,{1:Show} expected {2:Show} to be impressed by some swell stuff {1:ShowPron_he_she} did
143,"{1:Show} bragged to {2:Show} about being romantic with someone else, and {2:ShowPron_he_she} was into it"
144,{1:Show} put {1:ShowPron_his_her} foot in {1:ShowPron_his_her} mouth
145,{2:Show} took that insult from {1:Show} WAY too nicely
148,{1:Show} checked out {3:Show} and {2:ShowS} got pissed
149,{1:Show} checked out {3:Show} and {2:ShowS} was totally into it
150,{1:Show} thought it was a good idea to compare {2:Show} to {3:Show}
151,{1:Show} said {3:ShowS} {3:ShowPron_was_were} sweller than {2:Show}
152,{1:Show} said {3:ShowS} {3:ShowPron_was_were} sweller than {2:Show}
153,{1:Show} made a thoughtless remark about {2:ShowP} {0:ShowCKB}s
154,{2:Show} added {0:ShowCKB}s to the list of forbidden topics to discuss with {1:Show}
155,{1:Show} accidentally called {2:Show} *{3:Show}*
156,{1:Show} covered up talking to {3:Show} in front of {2:Show}
157,{1:Show} accidently revealed that embarrassing story about {2:Show} to the world
159,{2:Show} broke {1:ShowP} heart by cheating on {1:ShowPron_him_her} with {3:Show}
160,{2:Show} managed to convince {1:Show} {2:ShowPron_he_she} really loved {1:ShowPron_him_her}
161,{2:Show} broke {1:ShowP} heart by cheating on {1:ShowPron_him_her} with {3:Show} (and not liking {0:ShowCKB}s)
162,"{1:Show} had lost interest in {2:Show}, but it turned out {2:Show} {2:ShowPron_was_were} actually already cheating on {1:ShowPron_him_her} anyway"
163,"{2:Show} tried to take advantage of {1:ShowP} nice side, but still broke {1:ShowPron_his_her} heart"
164,{2:Show} tricked {1:Show} into thinking those rumors {2:ShowPron_he_she} {2:ShowPron_was_were} a cheater were false
165,{2:Show} tried to maintain the friendship after cheating on {1:Show}
166,{1:Show} {1:ShowPron_was_were} too introverted to confront {2:Show} about {2:ShowPron_his_her} cheating ways
167,{1:Show} {1:ShowPron_was_were} too ridden with loneliness to let {2:ShowP} cheating behavior get in the way of {0:ShowList_i_r_our_their} relationship
168,{1:Show} {1:ShowPron_was_were} too introverted to confront {2:Show} about {2:ShowPron_his_her} cheating ways
169,{1:Show} brutally broke {2:ShowP} heart with {3:Show}
171,{2:Show} said {3:Show} {3:ShowPron_was_were} totally out of {1:ShowP} league
