0,None
1,心情不錯
2,受歡迎
3,欽佩
4,生氣
5,迷戀
6,同情
7,尷尬
8,被背叛
9,動搖
10,絕望
11,欺負
12,陷入愛河
13,噁心
14,興奮
15,悲傷
16,焦慮
17,想找麻煩
18,愧疚
19,感到拘束
20,心碎
21,困惑
22,孤獨
23,破壞別人關係
24,想挑事
25,心煩
26,害怕
27,妒忌
28,感激
29,信任
30,產生了優越感
31,欺騙
32,被欺騙
33,被拆散
34,成功釣了一條魚
35,釣魚失敗
36,剛剛做了祈禱
37,看到了一隻鳥在撒種子
38,目睹了死亡
39,技能升級
40,吃了好吃的食物
41,睡的不錯
42,睡的相當好
43,被吵醒
44,在地上睡了覺
45,在地上吃了飯
46,在海邊排洩了...
47,在海邊清洗了...
48,用海水清洗了...
49,休息時看了天空
50,休息時看了海
51,休息時打水漂
52,在木筏上休息
53,聽了不錯的音樂
54,工作時受了傷
55,看到了新的島嶼
56,我殺人了...
57,登上了新的島嶼
58,溺水
59,陷入了整理強迫症
60,摔傷
61,恐慌
62,靈機一動！
63,剛遊了泳
64,有點餓了
65,有點渴了
66,有點困了
67,有點想排洩
68,有點想清洗
69,好久沒說話了
70,非常餓
71,非常渴
72,非常困
73,堅持不住要排洩
74,堅持不住要清洗
75,有點神智不清
76,失去心智
77,從噁心的地方拿了東西
78,在臥室裡睡了一覺
79,在自己的臥室裡睡了一覺
80,在宿舍裡睡了一覺
81,在淋浴室洗澡了
82,在自己的淋浴室裡洗澡了
83,在餐廳吃了飯
84,在自己的餐廳裡吃了飯
85,在工作室裡工作了
86,在自己的工作室裡工作了
87,從自己的儲藏室拿出了東西
88,在冥想室做了冥想
89,想要一間自己的臥室
90,想要一間自己的餐廳
91,想要一間自己的工作室
92,想要一間自己的淋浴室
93,想要一間自己的儲藏室
94,在雜物堆裡睡了一覺
95,看到了不錯的塗鴉
96,看到了噁心的塗鴉
97,消化不良
98,腹瀉
99,渾身乏力
100,營養不良
101,不知道吃了什麼，感覺非常油膩
102,無法集中注意力
103,我不想被命令太多
104,我已經做了太多自主工作
105,整理地要吐了
106,我已經受夠跟木頭打交道了
107,請命令我吧
108,還想工作更多
109,突然想釋放整理衝動
110,想做更多跟木頭有關的工作
111,這周圍太黑了，我需要光源！
112,太熱了，我受不了了！
113,太冷了，火堆呢？
114,太潮溼了，難以忍受
115,I just smell something sink.
116,我無法呼吸了
117,看到了醜陋的東西
118,看到了美麗的東西
119,我想要一間更大的臥室
120,我想要更大的餐廳
121,我想要一間更大的工作室
122,我想要一間更大的儲物室
123,我想要一間更漂亮的臥室
124,我想要一間更漂亮的餐廳
125,我想要一間更有價值的臥室
126,我想要一間更有價值的餐廳
127,我很滿足自己的臥室
128,我很滿足自己的餐廳
129,我很滿足自己的工作室
130,我很滿足自己的淋浴室
131,我很滿足自己的儲物室
132,感冒
133,擦傷
134,瘀傷
135,肌肉拉傷
136,感染
137,失落
138,偏頭痛
139,肺病
140,My skin rash is spreading.
141,My skin itchy at night
142,性病
143,消化不良
144,Loose Bowels
145,Sea sickness
146,Rheumatism
147,Septicemia
148,不錯的性體驗
149,新的生命藉由我誕生了...
150,在島上走了走，感覺好多了
151,我在海上待了太久了，想念堅實陸地的感覺
152,吃了喜歡的食物，感覺不錯
153,吃了不喜歡的食物
154,吃了未加工的食物，有點不舒服
155,我想要一些東西
156,我獲得了想要的東西
157,暫時不能前往島嶼
158,新生活開始了...希望我們最終可以找到Noah
159,我仍然堅信著Noah的存在
160,我們必須在死之前找到Noah！
161,BirdShitOnMyHead
162,Predict_Storm
163,Predict_Tornado
